member_id||bill_num||congress
Y000063||hr5894||115
S001148||hr5895||115
H001073||hr5896||115
W000814||hr5897||115
C001084||hr5898||115
F000464||hr5899||115
J000032||hr59||115
L000566||hr590||115
S000522||hr5900||115
G000558||hr5901||115
R000606||hr5902||115
S001195||hr5903||115
C000266||hr5904||115
W000814||hr5905||115
L000491||hr5906||115
H001059||hr5907||115
C001080||hr5908||115
D000216||hr5909||115
B001290||hr591||115
D000627||hr5910||115
H001068||hr5911||115
L000559||hr5912||115
M001193||hr5913||115
M001187||hr5914||115
M001201||hr5915||115
R000585||hr5916||115
R000486||hr5917||115
S001170||hr5918||115
S001170||hr5919||115
G000558||hr592||115
S001170||hr5920||115
S001170||hr5921||115
S001196||hr5922||115
W000821||hr5923||115
R000580||hr5924||115
G000566||hr5925||115
K000375||hr5926||115
S001200||hr5927||115
P000598||hr5928||115
C001067||hr5929||115
C001037||hr593||115
B000213||hr5930||115
B001302||hr5931||115
C001080||hr5932||115
C001093||hr5933||115
C001087||hr5934||115
D000619||hr5935||115
F000454||hr5936||115
G000582||hr5937||115
G000582||hr5938||115
G000551||hr5939||115
C001037||hr594||115
K000382||hr5940||115
L000559||hr5941||115
L000551||hr5942||115
M001185||hr5943||115
M001185||hr5944||115
M001160||hr5945||115
M001202||hr5946||115
N000190||hr5947||115
P000258||hr5948||115
P000258||hr5949||115
C001037||hr595||115
R000486||hr5950||115
S001150||hr5951||115
C001048||hr5952||115
L000583||hr5953||115
G000289||hr5954||115
P000592||hr5955||115
B001250||hr5956||115
G000552||hr5957||115
C001093||hr5958||115
M001190||hr5959||115
D000216||hr596||115
C001078||hr5960||115
A000055||hr5961||115
S001193||hr5962||115
N000184||hr5963||115
C001090||hr5964||115
D000216||hr5965||115
K000375||hr5966||115
K000382||hr5967||115
L000560||hr5968||115
P000607||hr5969||115
D000612||hr597||115
W000812||hr5970||115
Z000017||hr5971||115
Z000017||hr5972||115
R000593||hr5973||115
D000612||hr5974||115
G000582||hr5975||115
H001068||hr5976||115
K000385||hr5977||115
M001187||hr5978||115
R000395||hr5979||115
L000562||hr598||115
R000598||hr5980||115
S000522||hr5981||115
W000813||hr5982||115
Y000063||hr5983||115
G000583||hr5984||115
P000594||hr5985||115
T000477||hr5986||115
W000808||hr5987||115
F000465||hr5988||115
B001296||hr5989||115
S001176||hr599||115
B001269||hr5990||115
C001038||hr5991||115
E000293||hr5992||115
G000583||hr5993||115
K000375||hr5994||115
N000190||hr5995||115
B001245||hr5996||115
D000617||hr5997||115
S001145||hr5998||115
B001305||hr5999||115
W000791||hr6||115
D000612||hr60||115
R000487||hr600||115
C001062||hr6000||115
C001062||hr6001||115
C001038||hr6002||115
E000179||hr6003||115
J000297||hr6004||115
J000288||hr6005||115
K000362||hr6006||115
L000578||hr6007||115
M001200||hr6008||115
N000147||hr6009||115
L000480||hr601||115
S000522||hr6010||115
W000821||hr6011||115
E000179||hr6012||115
B001250||hr6013||115
T000467||hr6014||115
D000191||hr6015||115
N000179||hr6016||115
G000558||hr6017||115
M001157||hr6018||115
B001302||hr6019||115
C000059||hr602||115
B001293||hr6020||115
H001072||hr6021||115
K000378||hr6022||115
N000190||hr6023||115
R000515||hr6024||115
T000470||hr6025||115
P000034||hr6026||115
C001091||hr6027||115
G000559||hr6028||115
R000598||hr6029||115
C000059||hr603||115
N000184||hr6030||115
N000184||hr6031||115
L000566||hr6032||115
L000579||hr6033||115
Y000066||hr6034||115
B001305||hr6035||115
C001072||hr6036||115
C001062||hr6037||115
C001096||hr6038||115
C001096||hr6039||115
P000592||hr604||115
D000623||hr6040||115
G000584||hr6041||115
G000558||hr6042||115
J000295||hr6043||115
L000582||hr6044||115
N000147||hr6045||115
S001193||hr6046||115
T000238||hr6047||115
V000081||hr6048||115
K000392||hr6049||115
D000096||hr605||115
B001248||hr6050||115
C001072||hr6051||115
C001090||hr6052||115
D000610||hr6053||115
D000625||hr6054||115
G000585||hr6055||115
G000583||hr6056||115
G000576||hr6057||115
L000565||hr6058||115
M001196||hr6059||115
D000623||hr606||115
M001196||hr6060||115
N000190||hr6061||115
P000604||hr6062||115
S000244||hr6063||115
S001201||hr6064||115
W000791||hr6065||115
W000815||hr6066||115
J000032||hr6067||115
P000588||hr6068||115
V000130||hr6069||115
E000288||hr607||115
C001084||hr6070||115
M001163||hr6071||115
D000600||hr6072||115
C001096||hr6073||115
E000293||hr6074||115
L000559||hr6075||115
M001187||hr6076||115
R000585||hr6077||115
V000132||hr6078||115
Y000065||hr6079||115
G000571||hr608||115
S000185||hr6080||115
L000585||hr6081||115
M001190||hr6082||115
T000470||hr6083||115
B001293||hr6084||115
E000215||hr6085||115
R000515||hr6086||115
C001109||hr6087||115
C001114||hr6088||115
K000362||hr6089||115
K000376||hr609||115
L000581||hr6090||115
A000370||hr6091||115
B001257||hr6092||115
B000574||hr6093||115
B001296||hr6094||115
D000621||hr6095||115
E000288||hr6096||115
J000298||hr6097||115
M000087||hr6098||115
N000188||hr6099||115
J000032||hr61||115
K000362||hr610||115
N000190||hr6100||115
F000466||hr6101||115
W000187||hr6102||115
V000081||hr6103||115
K000376||hr6104||115
B001298||hr6105||115
P000588||hr6106||115
P000588||hr6107||115
H001071||hr6108||115
H001047||hr6109||115
L000564||hr611||115
W000813||hr6110||115
B001291||hr6111||115
C001080||hr6112||115
D000600||hr6113||115
K000210||hr6114||115
L000559||hr6115||115
M001194||hr6116||115
R000588||hr6117||115
R000603||hr6118||115
R000603||hr6119||115
L000559||hr612||115
R000577||hr6120||115
S001189||hr6121||115
B001227||hr6122||115
S000244||hr6123||115
R000578||hr6124||115
M001137||hr6125||115
A000371||hr6126||115
B001305||hr6127||115
K000376||hr6128||115
N000147||hr6129||115
M001180||hr613||115
R000598||hr6130||115
T000468||hr6131||115
B001245||hr6132||115
M001187||hr6133||115
M001187||hr6134||115
N000002||hr6135||115
G000289||hr6136||115
V000081||hr6137||115
N000181||hr6138||115
H001058||hr6139||115
M001181||hr614||115
F000461||hr6140||115
W000795||hr6141||115
D000399||hr6142||115
D000399||hr6143||115
D000399||hr6144||115
S000185||hr6145||115
G000565||hr6146||115
C000059||hr6147||115
C001090||hr6148||115
C001067||hr6149||115
R000593||hr615||115
C001096||hr6150||115
D000625||hr6151||115
N000147||hr6152||115
N000147||hr6153||115
T000474||hr6154||115
T000474||hr6155||115
F000465||hr6156||115
G000377||hr6157||115
T000470||hr6158||115
C001096||hr6159||115
S000522||hr616||115
H001045||hr6160||115
H001056||hr6161||115
L000584||hr6162||115
M001195||hr6163||115
N000190||hr6164||115
O000171||hr6165||115
R000608||hr6166||115
R000580||hr6167||115
S000510||hr6168||115
S001200||hr6169||115
D000191||hr617||115
Y000033||hr6170||115
C001084||hr6171||115
B001296||hr6172||115
K000387||hr6173||115
C001068||hr6174||115
H001048||hr6175||115
N000002||hr6176||115
H001074||hr6177||115
C001087||hr6178||115
B001282||hr6179||115
L000564||hr618||115
B001300||hr6180||115
C001087||hr6181||115
D000615||hr6182||115
H001058||hr6183||115
M001163||hr6184||115
M001143||hr6185||115
M001137||hr6186||115
N000147||hr6187||115
Q000023||hr6188||115
T000472||hr6189||115
C000266||hr619||115
W000806||hr6190||115
S001200||hr6191||115
R000487||hr6192||115
E000179||hr6193||115
B001269||hr6194||115
B001290||hr6195||115
C001090||hr6196||115
D000625||hr6197||115
D000625||hr6198||115
J000290||hr6199||115
J000032||hr62||115
P000592||hr620||115
J000126||hr6200||115
L000559||hr6201||115
R000575||hr6202||115
S001157||hr6203||115
S000250||hr6204||115
Y000033||hr6205||115
G000559||hr6206||115
S000522||hr6207||115
V000081||hr6208||115
G000582||hr6209||115
C001076||hr621||115
G000582||hr6210||115
G000582||hr6211||115
H001077||hr6212||115
J000299||hr6213||115
N000147||hr6214||115
N000147||hr6215||115
T000470||hr6216||115
T000470||hr6217||115
S000522||hr6218||115
P000592||hr6219||115
C001076||hr622||115
W000187||hr6220||115
A000369||hr6221||115
M001188||hr6222||115
M001188||hr6223||115
H001064||hr6224||115
S001195||hr6225||115
S000583||hr6226||115
S000583||hr6227||115
M001158||hr6228||115
C001105||hr6229||115
C001076||hr623||115
G000551||hr6230||115
M001193||hr6231||115
M001185||hr6232||115
M001160||hr6233||115
N000147||hr6234||115
T000470||hr6235||115
B001270||hr6236||115
N000181||hr6237||115
C001090||hr6238||115
C001084||hr6239||115
V000129||hr624||115
C001092||hr6240||115
C001092||hr6241||115
C001094||hr6242||115
D000624||hr6243||115
E000294||hr6244||115
G000581||hr6245||115
G000582||hr6246||115
H001059||hr6247||115
K000009||hr6248||115
K000009||hr6249||115
A000371||hr625||115
K000381||hr6250||115
L000557||hr6251||115
M001200||hr6252||115
N000190||hr6253||115
P000034||hr6254||115
S001200||hr6255||115
W000797||hr6256||115
H001059||hr6257||115
G000560||hr6258||115
L000589||hr6259||115
T000467||hr626||115
C001091||hr6260||115
B001305||hr6261||115
W000795||hr6262||115
B001273||hr6263||115
M001184||hr6264||115
K000386||hr6265||115
W000822||hr6266||115
B001278||hr6267||115
G000565||hr6268||115
L000585||hr6269||115
C001090||hr627||115
P000599||hr6270||115
H001048||hr6271||115
A000374||hr6272||115
W000820||hr6273||115
W000800||hr6274||115
C001105||hr6275||115
B001293||hr6276||115
B001293||hr6277||115
C001101||hr6278||115
D000096||hr6279||115
D000619||hr628||115
F000455||hr6280||115
G000581||hr6281||115
H001068||hr6282||115
L000566||hr6283||115
L000581||hr6284||115
L000586||hr6285||115
L000570||hr6286||115
M001193||hr6287||115
M001196||hr6288||115
N000147||hr6289||115
C001062||hr629||115
N000181||hr6290||115
R000597||hr6291||115
R000593||hr6292||115
R000599||hr6293||115
S000364||hr6294||115
S001191||hr6295||115
S001175||hr6296||115
W000808||hr6297||115
W000808||hr6298||115
A000369||hr6299||115
J000032||hr63||115
C001068||hr630||115
P000613||hr6300||115
R000580||hr6301||115
B001301||hr6302||115
P000599||hr6303||115
C001111||hr6304||115
K000376||hr6305||115
P000594||hr6306||115
R000585||hr6307||115
T000469||hr6308||115
P000594||hr6309||115
N000184||hr631||115
P000594||hr6310||115
R000580||hr6311||115
S001195||hr6312||115
S001187||hr6313||115
B001248||hr6314||115
G000585||hr6315||115
C001108||hr6316||115
P000594||hr6317||115
B001273||hr6318||115
H001059||hr6319||115
M001188||hr632||115
W000187||hr6320||115
M001160||hr6321||115
M001137||hr6322||115
G000583||hr6323||115
H001047||hr6324||115
J000032||hr6325||115
C001037||hr6326||115
C001087||hr6327||115
E000297||hr6328||115
N000184||hr6329||115
H001045||hr633||115
K000387||hr6330||115
B001250||hr6331||115
T000470||hr6332||115
C001103||hr6333||115
C001097||hr6334||115
E000293||hr6335||115
F000455||hr6336||115
G000579||hr6337||115
N000190||hr6338||115
N000190||hr6339||115
H001045||hr634||115
R000608||hr6340||115
W000799||hr6341||115
S000583||hr6342||115
H001058||hr6343||115
T000470||hr6344||115
P000588||hr6345||115
J000299||hr6346||115
E000296||hr6347||115
C001114||hr6348||115
K000378||hr6349||115
S001145||hr635||115
B001245||hr6350||115
J000292||hr6351||115
P000598||hr6352||115
R000582||hr6353||115
G000565||hr6354||115
W000821||hr6355||115
B001302||hr6356||115
B001257||hr6357||115
K000379||hr6358||115
K000391||hr6359||115
S001145||hr636||115
N000190||hr6360||115
P000607||hr6361||115
S001196||hr6362||115
V000081||hr6363||115
Y000033||hr6364||115
P000588||hr6365||115
G000583||hr6366||115
L000586||hr6367||115
E000297||hr6368||115
M001198||hr6369||115
P000609||hr637||115
B001248||hr6370||115
C001090||hr6371||115
C001092||hr6372||115
N000147||hr6373||115
P000605||hr6374||115
R000599||hr6375||115
W000798||hr6376||115
P000594||hr6377||115
B001284||hr6378||115
M001193||hr6379||115
C000059||hr638||115
M001156||hr6380||115
B001245||hr6381||115
A000370||hr6382||115
W000799||hr6383||115
H001068||hr6384||115
R000395||hr6385||115
D000628||hr6386||115
J000298||hr6387||115
B001284||hr6388||115
C000266||hr6389||115
A000374||hr639||115
C001105||hr6390||115
H001071||hr6391||115
R000608||hr6392||115
C001077||hr6393||115
R000582||hr6394||115
D000617||hr6395||115
S001190||hr6396||115
P000599||hr6397||115
N000190||hr6398||115
B001302||hr6399||115
J000032||hr64||115
A000372||hr640||115
L000589||hr6400||115
M001157||hr6401||115
R000487||hr6402||115
B001305||hr6403||115
D000617||hr6404||115
D000612||hr6405||115
F000462||hr6406||115
G000580||hr6407||115
K000375||hr6408||115
L000578||hr6409||115
A000372||hr641||115
L000580||hr6410||115
P000593||hr6411||115
R000607||hr6412||115
T000475||hr6413||115
D000191||hr6414||115
F000465||hr6415||115
S000522||hr6416||115
G000289||hr6417||115
E000293||hr6418||115
E000293||hr6419||115
B001269||hr642||115
L000588||hr6420||115
S000250||hr6421||115
K000378||hr6422||115
C001068||hr6423||115
C001092||hr6424||115
D000598||hr6425||115
E000297||hr6426||115
G000571||hr6427||115
G000583||hr6428||115
H001068||hr6429||115
B001269||hr643||115
K000210||hr6430||115
L000263||hr6431||115
M001200||hr6432||115
N000127||hr6433||115
P000034||hr6434||115
R000606||hr6435||115
R000602||hr6436||115
H000874||hr6437||115
P000605||hr6438||115
M001157||hr6439||115
B001273||hr644||115
K000387||hr6440||115
R000582||hr6441||115
K000381||hr6442||115
R000601||hr6443||115
N000181||hr6444||115
F000466||hr6445||115
B001294||hr6446||115
C001051||hr6447||115
C001090||hr6448||115
D000620||hr6449||115
B001295||hr645||115
D000615||hr6450||115
L000564||hr6451||115
L000559||hr6452||115
M001179||hr6453||115
M001188||hr6454||115
M001188||hr6455||115
P000601||hr6456||115
P000608||hr6457||115
R000597||hr6458||115
T000193||hr6459||115
B001260||hr646||115
W000819||hr6460||115
W000822||hr6461||115
W000800||hr6462||115
C001107||hr6463||115
S001175||hr6464||115
S001176||hr6465||115
S001193||hr6466||115
W000822||hr6467||115
B001302||hr6468||115
W000816||hr6469||115
C001072||hr647||115
C001053||hr6470||115
H001053||hr6471||115
B001270||hr6472||115
D000216||hr6473||115
G000571||hr6474||115
G000579||hr6475||115
J000292||hr6476||115
M001160||hr6477||115
S001168||hr6478||115
R000599||hr6479||115
C001109||hr648||115
B001245||hr6480||115
D000623||hr6481||115
D000615||hr6482||115
B001303||hr6483||115
D000191||hr6484||115
K000389||hr6485||115
L000585||hr6486||115
L000570||hr6487||115
B000213||hr6488||115
B001300||hr6489||115
C001092||hr649||115
C001103||hr6490||115
C001066||hr6491||115
D000197||hr6492||115
D000623||hr6493||115
E000179||hr6494||115
G000571||hr6495||115
J000295||hr6496||115
M001188||hr6497||115
R000582||hr6498||115
T000474||hr6499||115
J000032||hr65||115
C001048||hr650||115
W000799||hr6500||115
F000454||hr6501||115
S001172||hr6502||115
C001101||hr6503||115
C000537||hr6504||115
D000399||hr6505||115
W000795||hr6506||115
T000467||hr6507||115
L000563||hr6508||115
S001145||hr6509||115
C000984||hr651||115
B001250||hr6510||115
B000213||hr6511||115
B001257||hr6512||115
B001274||hr6513||115
C001067||hr6514||115
C001062||hr6515||115
D000598||hr6516||115
E000179||hr6517||115
G000583||hr6518||115
G000551||hr6519||115
C000984||hr652||115
G000551||hr6520||115
G000551||hr6521||115
G000551||hr6522||115
G000551||hr6523||115
K000379||hr6524||115
L000287||hr6525||115
L000565||hr6526||115
M001200||hr6527||115
M001196||hr6528||115
N000190||hr6529||115
C000984||hr653||115
P000613||hr6530||115
P000523||hr6531||115
R000592||hr6532||115
S001168||hr6533||115
S001145||hr6534||115
S001170||hr6535||115
S001199||hr6536||115
W000187||hr6537||115
W000800||hr6538||115
D000191||hr6539||115
D000191||hr654||115
B001278||hr6540||115
H001053||hr6541||115
C000537||hr6542||115
S000185||hr6543||115
R000582||hr6544||115
J000032||hr6545||115
D000191||hr6546||115
J000288||hr6547||115
J000288||hr6548||115
N000127||hr6549||115
D000625||hr655||115
C001078||hr6550||115
C001078||hr6551||115
O000168||hr6552||115
O000168||hr6553||115
K000392||hr6554||115
J000032||hr6555||115
G000580||hr6556||115
R000409||hr6557||115
R000409||hr6558||115
J000174||hr6559||115
D000614||hr656||115
D000197||hr6560||115
W000813||hr6561||115
M001165||hr6562||115
P000034||hr6563||115
L000570||hr6564||115
C001072||hr6565||115
C001069||hr6566||115
G000584||hr6567||115
S001175||hr6568||115
F000464||hr6569||115
D000614||hr657||115
B001287||hr6570||115
B001287||hr6571||115
S000522||hr6572||115
C001077||hr6573||115
S001145||hr6574||115
S001145||hr6575||115
S001145||hr6576||115
S001145||hr6577||115
S001177||hr6578||115
A000371||hr6579||115
E000288||hr658||115
B001298||hr6580||115
B001301||hr6581||115
B001257||hr6582||115
B001250||hr6583||115
C001103||hr6584||115
C001090||hr6585||115
C001068||hr6586||115
C001105||hr6587||115
C001110||hr6588||115
C001111||hr6589||115
F000460||hr659||115
D000620||hr6590||115
D000627||hr6591||115
D000623||hr6592||115
D000533||hr6593||115
E000297||hr6594||115
H001071||hr6595||115
H001068||hr6596||115
K000386||hr6597||115
K000381||hr6598||115
K000387||hr6599||115
D000619||hr66||115
G000565||hr660||115
L000567||hr6600||115
L000287||hr6601||115
L000554||hr6602||115
L000569||hr6603||115
M001193||hr6604||115
M001185||hr6605||115
M001179||hr6606||115
M001200||hr6607||115
M001197||hr6608||115
M001188||hr6609||115
G000558||hr661||115
M001188||hr6610||115
M001196||hr6611||115
N000002||hr6612||115
N000190||hr6613||115
O000171||hr6614||115
P000096||hr6615||115
P000594||hr6616||115
P000592||hr6617||115
Q000023||hr6618||115
R000578||hr6619||115
J000290||hr662||115
R000588||hr6620||115
R000582||hr6621||115
R000607||hr6622||115
R000577||hr6623||115
S001176||hr6624||115
S000250||hr6625||115
S001165||hr6626||115
S001195||hr6627||115
S000510||hr6628||115
S001193||hr6629||115
J000297||hr663||115
T000474||hr6630||115
V000081||hr6631||115
W000791||hr6632||115
W000819||hr6633||115
W000800||hr6634||115
W000815||hr6635||115
Y000065||hr6636||115
Z000017||hr6637||115
H001047||hr6638||115
R000585||hr6639||115
J000295||hr664||115
S001190||hr6640||115
P000594||hr6641||115
B001248||hr6642||115
C001084||hr6643||115
C001078||hr6644||115
M001199||hr6645||115
R000602||hr6646||115
R000592||hr6647||115
R000599||hr6648||115
D000610||hr6649||115
K000375||hr665||115
R000409||hr6650||115
S000522||hr6651||115
N000189||hr6652||115
E000293||hr6653||115
G000553||hr6654||115
L000578||hr6655||115
L000580||hr6656||115
B001302||hr6657||115
E000179||hr6658||115
R000602||hr6659||115
K000210||hr666||115
W000804||hr6660||115
W000815||hr6661||115
P000594||hr6662||115
R000583||hr6663||115
B001291||hr6664||115
B001245||hr6665||115
D000625||hr6666||115
M001163||hr6667||115
R000592||hr6668||115
B001303||hr6669||115
K000210||hr667||115
N000147||hr6670||115
P000608||hr6671||115
C001048||hr6672||115
H001056||hr6673||115
S001195||hr6674||115
P000034||hr6675||115
A000369||hr6676||115
B001303||hr6677||115
C001105||hr6678||115
L000588||hr6679||115
L000566||hr668||115
L000559||hr6680||115
L000581||hr6681||115
T000470||hr6682||115
R000435||hr6683||115
B001304||hr6684||115
B001304||hr6685||115
B001304||hr6686||115
H001068||hr6687||115
M001193||hr6688||115
P000258||hr6689||115
L000582||hr669||115
R000580||hr6690||115
H001078||hr6691||115
B001304||hr6692||115
B001304||hr6693||115
B001304||hr6694||115
C000266||hr6695||115
C001077||hr6696||115
K000392||hr6697||115
A000370||hr6698||115
B001286||hr6699||115
J000032||hr67||115
L000397||hr670||115
M001199||hr6700||115
P000592||hr6701||115
B001257||hr6702||115
P000609||hr6703||115
P000609||hr6704||115
C001097||hr6705||115
C001091||hr6706||115
G000581||hr6707||115
H001077||hr6708||115
N000190||hr6709||115
L000480||hr671||115
N000147||hr6710||115
S000510||hr6711||115
S001199||hr6712||115
C001077||hr6713||115
C001093||hr6714||115
L000559||hr6715||115
M001180||hr6716||115
R000515||hr6717||115
K000376||hr6718||115
B000490||hr6719||115
L000480||hr672||115
B001260||hr6720||115
B001305||hr6721||115
F000455||hr6722||115
G000563||hr6723||115
G000563||hr6724||115
L000582||hr6725||115
M001158||hr6726||115
M001160||hr6727||115
O000171||hr6728||115
W000812||hr6729||115
L000569||hr673||115
G000289||hr6730||115
Y000066||hr6731||115
S001190||hr6732||115
C001103||hr6733||115
B001293||hr6734||115
M001165||hr6735||115
L000585||hr6736||115
Z000017||hr6737||115
G000565||hr6738||115
G000565||hr6739||115
M001157||hr674||115
S000250||hr6740||115
B001282||hr6741||115
M001199||hr6742||115
L000569||hr6743||115
C001090||hr6744||115
D000614||hr6745||115
H001036||hr6746||115
K000386||hr6747||115
K000210||hr6748||115
L000586||hr6749||115
M001156||hr675||115
L000582||hr6750||115
L000584||hr6751||115
S001175||hr6752||115
W000791||hr6753||115
I000056||hr6754||115
I000056||hr6755||115
B001260||hr6756||115
K000376||hr6757||115
C000266||hr6758||115
G000551||hr6759||115
C000714||hr676||115
D000619||hr6760||115
C001084||hr6761||115
C001084||hr6762||115
G000577||hr6763||115
K000382||hr6764||115
N000147||hr6765||115
P000613||hr6766||115
P000594||hr6767||115
S001200||hr6768||115
T000477||hr6769||115
M001197||hr677||115
B001245||hr6770||115
G000577||hr6771||115
T000193||hr6772||115
C001068||hr6773||115
B001293||hr6774||115
C001101||hr6775||115
Y000063||hr6776||115
P000609||hr6777||115
L000570||hr6778||115
B001297||hr6779||115
M001197||hr678||115
C001066||hr6780||115
D000617||hr6781||115
D000623||hr6782||115
D000625||hr6783||115
D000614||hr6784||115
G000582||hr6785||115
G000289||hr6786||115
H001071||hr6787||115
L000582||hr6788||115
M001137||hr6789||115
M001187||hr679||115
M001195||hr6790||115
R000608||hr6791||115
R000577||hr6792||115
B001275||hr6793||115
C001077||hr6794||115
J000126||hr6795||115
S001196||hr6796||115
P000592||hr6797||115
B001289||hr6798||115
T000470||hr6799||115
J000032||hr68||115
M001187||hr680||115
P000607||hr6800||115
V000130||hr6801||115
M001166||hr6802||115
M001179||hr6803||115
B001291||hr6804||115
B001270||hr6805||115
B001245||hr6806||115
C001090||hr6807||115
D000623||hr6808||115
G000582||hr6809||115
M001195||hr681||115
G000565||hr6810||115
G000576||hr6811||115
G000576||hr6812||115
J000174||hr6813||115
K000009||hr6814||115
L000588||hr6815||115
L000584||hr6816||115
M000087||hr6817||115
M001200||hr6818||115
M001180||hr6819||115
M001190||hr682||115
N000188||hr6820||115
R000607||hr6821||115
S001190||hr6822||115
S000185||hr6823||115
S000244||hr6824||115
T000465||hr6825||115
V000081||hr6826||115
V000081||hr6827||115
W000812||hr6828||115
K000380||hr6829||115
N000127||hr683||115
O000171||hr6830||115
P000598||hr6831||115
P000598||hr6832||115
M001166||hr6833||115
B001245||hr6834||115
U000031||hr6835||115
B001257||hr6836||115
B001257||hr6837||115
C001108||hr6838||115
H001077||hr6839||115
P000601||hr684||115
L000582||hr6840||115
R000585||hr6841||115
R000597||hr6842||115
B001250||hr6843||115
B001243||hr6844||115
G000566||hr6845||115
D000600||hr6846||115
R000591||hr6847||115
B001293||hr6848||115
B001305||hr6849||115
P000096||hr685||115
L000583||hr6850||115
E000294||hr6851||115
C001105||hr6852||115
H001072||hr6853||115
H001065||hr6854||115
M001193||hr6855||115
M001143||hr6856||115
N000147||hr6857||115
P000588||hr6858||115
S000248||hr6859||115
P000594||hr686||115
T000477||hr6860||115
Z000017||hr6861||115
B001290||hr6862||115
P000588||hr6863||115
D000617||hr6864||115
K000392||hr6865||115
L000585||hr6866||115
K000381||hr6867||115
N000002||hr6868||115
V000081||hr6869||115
P000604||hr687||115
T000469||hr6870||115
M001179||hr6871||115
M001160||hr6872||115
W000822||hr6873||115
M000087||hr6874||115
J000032||hr6875||115
A000370||hr6876||115
C001109||hr6877||115
D000610||hr6878||115
D000533||hr6879||115
P000598||hr688||115
E000215||hr6880||115
G000582||hr6881||115
G000582||hr6882||115
G000582||hr6883||115
G000582||hr6884||115
G000551||hr6885||115
J000174||hr6886||115
K000380||hr6887||115
M001165||hr6888||115
M001180||hr6889||115
P000598||hr689||115
M001187||hr6890||115
M001201||hr6891||115
R000598||hr6892||115
R000604||hr6893||115
S001190||hr6894||115
S001200||hr6895||115
S000244||hr6896||115
S001154||hr6897||115
K000387||hr6898||115
M001158||hr6899||115
B001294||hr69||115
R000588||hr690||115
P000523||hr6900||115
H001073||hr6901||115
K000387||hr6902||115
S001145||hr6903||115
L000585||hr6904||115
T000193||hr6905||115
R000515||hr6906||115
L000563||hr6907||115
S001187||hr6908||115
C001078||hr6909||115
R000592||hr691||115
B001291||hr6910||115
D000616||hr6911||115
D000533||hr6912||115
G000558||hr6913||115
H001071||hr6914||115
L000559||hr6915||115
M000087||hr6916||115
M001189||hr6917||115
M001195||hr6918||115
P000604||hr6919||115
R000435||hr692||115
P000604||hr6920||115
R000602||hr6921||115
R000607||hr6922||115
S000051||hr6923||115
S001148||hr6924||115
V000081||hr6925||115
C001077||hr6926||115
B001297||hr6927||115
M001166||hr6928||115
S001156||hr6929||115
R000593||hr693||115
S001196||hr6930||115
M001160||hr6931||115
A000374||hr6932||115
B000755||hr6933||115
B001287||hr6934||115
B001287||hr6935||115
B001287||hr6936||115
B001287||hr6937||115
B001293||hr6938||115
C001109||hr6939||115
R000603||hr694||115
C001094||hr6940||115
C001111||hr6941||115
D000216||hr6942||115
D000624||hr6943||115
H001064||hr6944||115
H001047||hr6945||115
H001047||hr6946||115
H001047||hr6947||115
H001065||hr6948||115
K000378||hr6949||115
S001150||hr695||115
L000559||hr6950||115
L000581||hr6951||115
L000480||hr6952||115
M001188||hr6953||115
N000015||hr6954||115
P000613||hr6955||115
P000608||hr6956||115
R000592||hr6957||115
R000607||hr6958||115
R000599||hr6959||115
S001180||hr696||115
S001150||hr6960||115
S001191||hr6961||115
S000510||hr6962||115
T000470||hr6963||115
L000587||hr6964||115
T000470||hr6965||115
P000601||hr6966||115
L000563||hr6967||115
B001250||hr6968||115
E000294||hr6969||115
T000193||hr697||115
F000466||hr6970||115
F000466||hr6971||115
W000187||hr6972||115
E000294||hr6973||115
E000294||hr6974||115
M001199||hr6975||115
W000822||hr6976||115
N000127||hr6977||115
C000266||hr6978||115
B001250||hr6979||115
T000470||hr698||115
B001294||hr6980||115
B001305||hr6981||115
C000266||hr6982||115
C001062||hr6983||115
C001110||hr6984||115
C001114||hr6985||115
D000614||hr6986||115
E000215||hr6987||115
G000551||hr6988||115
G000576||hr6989||115
W000791||hr699||115
H001047||hr6990||115
H001068||hr6991||115
K000386||hr6992||115
K000380||hr6993||115
K000380||hr6994||115
K000381||hr6995||115
L000566||hr6996||115
M001157||hr6997||115
M001187||hr6998||115
M001187||hr6999||115
S000522||hr7||115
C001049||hr70||115
W000813||hr700||115
N000184||hr7000||115
O000171||hr7001||115
S001183||hr7002||115
S001183||hr7003||115
S001189||hr7004||115
S001170||hr7005||115
S000344||hr7006||115
T000474||hr7007||115
W000812||hr7008||115
C000537||hr7009||115
W000795||hr701||115
M001160||hr7010||115
I000056||hr7011||115
B001270||hr7012||115
B001302||hr7013||115
C001090||hr7014||115
C001107||hr7015||115
J000032||hr7016||115
K000382||hr7017||115
L000578||hr7018||115
L000584||hr7019||115
C000984||hr702||115
N000147||hr7020||115
P000594||hr7021||115
P000608||hr7022||115
P000258||hr7023||115
R000606||hr7024||115
R000608||hr7025||115
S001145||hr7026||115
S001190||hr7027||115
V000132||hr7028||115
W000798||hr7029||115
J000126||hr703||115
W000797||hr7030||115
J000126||hr7031||115
G000552||hr7032||115
S001172||hr7033||115
J000290||hr7034||115
W000797||hr7035||115
C000266||hr7036||115
C001111||hr7037||115
F000449||hr7038||115
H001064||hr7039||115
E000288||hr704||115
J000294||hr7040||115
K000381||hr7041||115
L000578||hr7042||115
M001188||hr7043||115
M001188||hr7044||115
M001188||hr7045||115
